,0
185,"['it', 'amaze', 'how', 'now', 'every', '1', 'want', 'to', 'be', 'all', 'xtra', 'green', 'no1', 'take', 'n2', 'consideration', 'the', 'negative', 'possibility', 'of', 'let', 'say', 'global_warming', ':-d']"
186,"['meta', 'reporting', 'meteorologist', 'and', 'climate_change']"
187,"['drspencer', 'the', 'illusion', 'of', 'a', 'sensitive', 'climate', 'system', 'global_warming', 'climate_change']"
188,"['globalwarming', 'hoax', 'alert', 'gt', 'gt', 'left', 'wing', 'nut', 'job', 'think', 'climate_change', 'be', 'comparable', 'to', 'nazism', 'tcot', 'agw', 'p2', 'teaparty']"
189,"['mnd', 'climategate', 'investigation', 'global_warming', 'climate_change', 'eco']"
190,"['planet', 'earth', 'barely', 'notice', 'effect', 'of', 'anthropogenic', 'co2', 'global_warming', 'climate_change']"
191,"['60', 'year', 'ago', 'today', 'my', 'uncle', 'be', 'born', 'in', 'a', 'blizzard', 'yeah', 'climate_change', 'be', 'a', 'lie']"
192,"['augh', 'plz', 'make', 'it', 'stop', 'noooooo', 'senator', 'prepare', 'compromise', 'climate_change', 'bill']"
193,"['drspencer', 'the', 'illusion', 'of', 'a', 'sensitive', 'climate', 'system', 'global_warming', 'climate_change']"
194,"['why', 'do', 'former', 'vp', 'al_gore', 'continue', 'to', 'perpetuate', 'the', 'fantasy', 'of', 'man-caused', 'global_warming', 'no', 'political', 'lemming']"
195,"['global_warming', 'be', 'a', 'plot', 'by', 'coloradoans', 'to', 'get', 'oceanfront', 'property', 'without', 'move']"
196,"['the', 'global_warming', 'climate_change', 'folk', 'should', 'switch', 'their', 'message', 'to', 'fight', 'pollution']"
197,"['global_warming', 'do_not', 'eat', 'my', 'homework']"
198,"['but', 'the', 'weather', 'be', 'fuck', 'hot', 'screw', 'global_warming']"
199,"['30,000', 'anti-global', 'warming', 'scientist', 'ca_not', 'be', 'wrong']"
200,"['it', 'nearly', '37', 'degree', 'hot', 'in', 'here', 'oh', 'global_warming', 'im', 'in', 'a', 'bath', 'of', 'sweat']"
201,"['have', 'to', 'switch', 'on', 'ac', 'it', 'be', 'too', 'hot', 'global_warming', 'weloveblg']"
202,"['global_warming', 'be', 'soo', 'bad', 'that', 'i', 'have', 'the', 'coolest', 'summer', 'ever']"
203,"['what', 'do', 'you', 'think', 'of', 'this', '-->', '55', 'agree', 'with', 'the', ""statement''global"", 'warming', 'be', 'a', 'scam', 'tcot_p2', 'teaparty', 'ocra']"
204,"['do', 'turnbull', 'really', 'say', 'that', 'the', ""coalition's"", 'climate_change', 'policy', 'be', 'a', 'stupid', 'carbon', 'abatement', 'scheme']"
205,"['utah', 'house', 'pass', 'resolution', 'imply', 'climate_change', 'conspiracy', 'solveclimate.com', 'via']"
206,"['morning', 'glory', 'tami', 'morning', 'glory', 'tribbles', 'unbelievable', 'now', 'liberal', 'be', 'blame', 'blizzard', 'on', 'global_warming', 'idiot', 'hhrs']"
207,"['when', ""there's"", 'a', 'hot', 'day', 'in', 'aug', 'and', 'all', 'the', 'global_warming', 'loon', 'be', 'scream', 'see', 'i', 'told', 'you', 'you', 'will', 'call', 'them', 'ignorant']"
208,"['gotta', 'love', 'that', 'global_warming', 'there', 'be', 'sleet', 'in', 'houston', 'today']"
209,"['global_warming', 'my', 'as']"
210,"['call', 'al_gore', 'dc', 'need', 'some', 'global_warming', 'please', 'respond', 'asap']"
211,"['democrat', 'say', 'the', 'blizzard', 'be', 'make', 'global_warming', 'a', 'hard', 'sell', 'ya', 'think', 'tlot']"
212,"['unreal', 'top', 'yahoo', 'headline', 'analysis', 'how', 'global_warming', 'make', 'blizzard', 'bad', 'tcot', 'idiot']"
213,"['americablog', 'news', 'right-winger', 'already', 'claim', 'that', 'the', 'blizzard', 'prof', 'climate_change', 'via']"
214,"['globe', 'columnist', 'exaggerates', 'significance', 'of', 'error', 'by', 'climate', 'scientist', 'climate_change', 'pembina', 'i', 'via']"
215,"['another', 'snowstorm', 'what_happen', 'to', 'global_warming', 'climate']"
216,"['accord_to', 'time', 'mag', 'these', 'blizzard', 'be', 'a', 'result', 'of', 'man_make', 'global_warming', 'gotta', 'love', 'it']"
217,"['miss', 'the', 'climate_change', 'series', 'at', 'rics', 'hq', 'check', 'out', 'the', 'video', 'on', 'sustainability', 'via']"
218,"['a', 'complete', 'list', 'of', 'thing', 'cause', 'by', 'global_warming', 'the', 'sppi', 'blog', 'via']"
219,"['do', 'we', 'finally', 'have', 'proof', 'that', 'global_warming', 'by', 'co2', 'emission', 'be', 'a', 'hoax', 'familysecuritymatter', 'via']"
220,"['fabricate', 'quote', 'use', 'to', 'discredit', 'climate', 'scientist', 'climate_change', 'environment', 'the', 'independent', 'via']"
221,"['no', 'one', 'be', 'die', 'because', 'of', 'health', 'care', 'or', ""al_gore's"", 'climate_change', 'there', 'be', 'no', 'rush', 'all', 'these', 'con', 'artist', 'be', 'do', 'be', 'steal', 'money']"
222,"['al_gore', 'be', 'the', 'human', 'ground', 'hog', 'whenever', 'he', 'make', 'a', 'public', 'statement', 'on', 'global_warming', 'there', 'be', 'six', 'more', 'week', 'of', 'winter']"
223,"['climate_change', 'freak', 'youth', 'climate', 'mvmt']"
224,"['palin', 'dismisses', 'climate_change', 'a', 'snake_oil', 'science', 'agree', 'to', 'disagree', 'via']"
225,"['annnnd', 'we', 'have', 'snow', 'annnnd', 'more', 'snow', 'and', 'more', 'snow', 'and', 'even', 'more', 'snow', 'must', 'be', 'global_warming']"
226,"['senate', 'global_warming', 'hearing_cancel', 'oh', 'the', 'irony', ':-)']"
227,"['all', 'this', 'cold', 'a', 'weather', 'i', 'guess', 'global_warming', 'be', 'on', 'vacation', 'right', 'now']"
228,"['even', 'mccain', 'supporter', 'support', 'global_warming', 'legislation', 'that', 'say', 'progressive', 'nerd', 'cuz', 'ya', 'know', 'mccain', 'supporter', 'be', 'stupid']"
229,"['party', 'of', 'no-yup', 'pon', 'gop', 'm4tx', 'no', 'i', 'do_not', 'want', 'government', 'regulate', 'something', 'a', 'vague', 'a', 'climate_change']"
230,"['those', 'who', 'demand', 'you', 'believe', 'that', 'islam', 'be', 'a', 'religion', 'of', 'peace', 'also', 'demand', 'you', 'believe_in', 'anthropagenic', 'global_warming']"
231,"['party', 'of', 'no-yup', 'pon', 'gop', 'm4tx', 'no', 'i', 'do_not', 'want', 'government', 'regulate', 'something', 'a', 'vague', 'a', 'climate_change']"
232,"[""i'd"", 'spend', 'money', 'on', 'move', 'the', 'over', 'heat', 'polar', 'bear', 'to', 'east_coast', 'would', 'be', 'cheaper', 'that', 'funding', 'global_warming']"
233,"['knee-jerk', 'no', 'fly', 'ban', 'discredit', 'global_warming', 'alarmist', 'ftsn', 'social']"
234,"['palin', 'likens', 'global_warming', 'study', 'to', 'snake_oil', 'climate']"
235,"['government', 'run', 'climate-change', 'there', 'be', 'no', 'global_warming', 'the', 'sky', 'be', 'not', 'fall', 'get', 'a', 'grip', 'you', 'tree', 'hug', 'wacko']"
236,"['there', 'be', 'no', 'man_make', 'climate', 'crisis', 'global_warming', 'be', 'a', 'hoax', 'global_warming']"
237,"['global_warming', 'swindle', 'why', 'do', 'you', 'think', 'the', 'uk', 'channel', '4', 'show', 'the_great', 'global_warming', 'swindle', 'will', 'not', 'get', 'aire']"
238,"['if', 'the', 'purpose', 'of', ""int'l"", 'court', 'be', '2', 'prosecute', 'crime', 'against', 'humanity', 'everyone', 'behind', 'the', 'global_warming', 'fraud', 'belongs', 'in', 'court']"
239,"['youtube', 'thomas', 'sowell', 'global_warming', 'manufacture', 'by', 'intellectual', 'commentator']"
240,"['push', 'to', 'change', 'embattle', 'climate', 'panel', 'a', 'prominent', 'scientist', 'have', 'join', 'sceptic', 'in', 'call', 'for', 'the', 'un', 'authority']"
241,"['the_great', 'global_warming', 'collapse', 'via']"
242,"['climate_change', 'denier', 'gain', 'momentum', 'mac', 'uaid', 'via']"
243,"[':)', 'greenhouse', 'gas', 'emission', 'effort', 'underway', 'to', 'suspend', 'california', 'global-warming', 'law']"
244,"['yid', 'with', 'lid', 'the', ""ipcc's"", 'late', 'climate_change', 'blunder', 'to', 'boldly', 'go', 'where', 'no', 'stupidity', 'have', 'go', 'before', 'via']"
245,"['scam_scam', 'scam', 'eu', 'parliament', 'member', 'rip', 'global_warming', 'hysteria', 'tcot', 'hhrs']"
246,"['al_gore', 'where', 'be', 'you', 'can', 'you', 'get', 'back', 'to', 'your', '1st', 'invention', 'the', 'internet', 'and', 'leave', 'global_warming', 'to', 'nature', 'what', 'a', 'disgrace', 'tcot']"
247,"['great', 'global_warming', 'swindle']"
248,"['public', 'loses', 'faith', 'in', 'climate_change', 'science', 'after', 'leak', 'email', 'scandal', 'environment', 'the', 'guardian', 'via']"
249,"['climate_change', 'report', 'error', 'via']"
250,"['will', 'the', 'sheeple', 'in', 'philly', 'finally', 'understand', 'who', 'have', 'be', 'brainwashing', 'them', 'about', 'global_warming', 'and', 'why', 'tcot', 'naaahhhaaaa', 'gop']"
251,"['via', 'rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'tcot', 'via']"
252,"['the_great', 'global_warming', 'collapse', 'tcot', 'climatechange']"
253,"['climate_change', 'scientist', 'i', 'consider', 'suicide', 'mail', 'online', 'via']"
254,"['new', 'error', 'in', 'ipcc', 'climate_change', 'report', 'telegraph', 'via']"
255,"['how', 'about', 'all', 'that', 'snow', 'in', 'the', 'washington', 'area', ""how's"", 'that', 'global_warming', 'work', 'out', 'for', 'you', 'mr', 'al_gore']"
256,"['phony', 'climate_change', 'agenda', 'use', 'in', 'australia', 'to', 'force', 'expensive', 'home', 'inspection', 'via']"
257,"['lawmaker', 'climate_change', 'just', 'ruse', 'to', 'control', 'population', 'via']"
258,"['think', 'progress', 'utah_state', 'representative', 'claim', 'climate_change', 'be', 'a', 'conspiracy', 'aim', 'at', 'popula', 'via']"
259,"['the_great', 'global_warming', 'collapse', 'via']"
260,"['centreright', 'al_gore', 'and', 'his', 'follower', 'be', 'lose', 'the', 'climate_change', 'debate', 'via']"
261,"['be', 'we', 'all', 'climate_change', 'denialists', 'the', 'division', 'of', 'need', 'jim', 'richardson', 'via']"
262,"['dhs', 'cite', 'global_warming', 'a', 'security', 'threat', 'um', 'worry', 'less', 'about', 'temp', 'of', 'planet', 'more', 'about', 'temp', 'of', 'terrorist', 'undies', 'tcot']"
263,"['the_great', 'global-warming', 'collapse', 'good', 'can', 'we', 'now', 'get', 'back', 'to', 'reality', 'the', 'settle', 'science']"
264,"['dhs', 'cite', 'global_warming', 'a', 'security', 'threat', 'um', 'worry', 'less', 'about', 'temp', 'of', 'planet', 'more', 'about', 'temp', 'of', 'terrorist', 'undies']"
265,"['youtube', 'climate_change', 'sceptic', 'in', 'australia', 'lord', 'christopher', 'monckton', 'via']"
266,"['suddenly', 'the', 'british', 'have', 'become', 'a', 'lot', 'more', 'skeptical', 'about', 'global_warming', 'tcot']"
267,"['billion', 'more', 'waste', 'chase', 'the', 'phantom', 'menace', 'at', 'heliogenic', 'climate_change', 'via']"
268,"['i', 'predict', 'after', 'a', 'few', 'more', 'year', 'of', '10', 'unemployment', 'the', 'people', 'will', 'jail', 'many', 'of', 'the', 'democrat', 'behind', 'global_warming', 'teaparty']"
269,"['oh', 'my', '30', 'of', 'snow', 'for', 'area', 'look', 'out', 'virginia', 'it', 'be', 'global_warming', ':)', 'go', 'hug', 'a', 'tree', 'and', 'buy', 'a', 'toyota', 'prius']"
270,"['tcot', 'news', 'majority', 'now', 'disbelieve', 'man-made', 'global_warming', 'propaganda', 'via']"
271,"['omg', 'al_gore', 'forgot', 'to', 'tell', 'mother', 'nature', 'that', 'she', 'ca_not', 'have', 'a', 'blizzard', 'when', 'global_warming', 'be', 'occur']"
272,"['how', 'much', 'have', 'we', 'save', 'due_to', 'today', 'snow_storm', 'in_dc', 'be', 'not', 'global_warming', 'a', 'wonderful', 'thing', 'tcot', 'rnc']"
273,"['climate_change', 'be', 'not', 'an', 'environmental', 'issue', 'sweden.se', 'via']"
274,"['logical', 'analysis', ':p', 'niche', 'model', 'disprove', 'global_warming', 'ii']"
275,"['want', 'to', 'play', 'golf', 'tomorrow', 'but', 'think', 'global_warming', 'will', 'not', 'let', 'me', 'remains', 'very', 'cold', 'for', 'houston', 'tcot', 'right', 'rightblogs', 'teaparty']"
276,"['climate_change', 'scientific', 'consensus', 'cloudy', 'a', 'ever', 'the', 'foundry', 'conservative', 'policy', 'news', 'via']"
277,"['eu', 'referendum', 'british', 'council', 'spends', '3.5', 'million', 'on', 'climate_change', 'propaganda', 'via']"
278,"['climate_change', 'alternative', 'see', 'video']"
279,"['diigo', 'link', 'how_climate-change', 'fanatic_corrupt', 'science', 'michael_barone', 'rcp']"
280,"['diigo', 'realclearpolitics', 'how_climate-change', 'fanatic_corrupt', 'science', 'tag', 'ecomental', 'post', 'by', 'loseaneye']"
281,"['snomg', 'have', 'no', 'more', 'link', 'to', 'climate_change', 'than', 'do', 'those', '100', 'of', 'story', 'about', 'warm', 'weather', 'where', 'be', 'whiner', 'then', 'tcot', 'tlot']"
282,"['hill', 'devotes', 'article', 'to', 'baseless', 'global_warming', 'attack', 'gore', 'bashing', 'p2', 'noisemachine', 'climate']"
283,"['sarah', 'palin_call', 'global_warming', 'study', 'snake_oil', 'science']"
284,"['when', 'it', 'get', 'cold', 'it', 'global_warming', 'when', 'it', 'get', 'hot', 'it', 'global_warming', 'when', 'it', 'warm', 'it', 'global_warming', 'what', 'be', 'i', 'miss']"
285,"['new', 'foundry', 'post', 'the', 'dc', 'blizzard', 'more', 'proof', 'of', 'global_warming']"
286,"['uh', 'sun', 'rise', 'in', 'east', 'global_warming', 'ugh', 'global_warming', 'make', 'sky', 'blue', 'uh', 'we', 'make', 'sacrifice', 'to', 'great', 'god', 'of', 'global_warming']"
287,"['this', 'seem', 'to', 'be', 'our', 'year', 'for', 'snow', ""i'm"", 'sure', 'global_warming', 'be', 'involve', 'it', 'be', 'with', 'everything', 'you', 'know']"
288,"['physicist', 'destroys', 'time', 'mag', 'global_warming', 'cause', 'snowstorm', 'story', 'great', 'catch', 'brrr', 'tcot', 'tpn']"
289,"['no', 'chicken', 'little', 'the', 'sky', 'be', 'not', 'fall', 'that', 'be', 'just', 'more', 'global_warming', 'fall', 'in_dc', 'brrr', 'redeye']"
290,"['man', 'i', 'wish', 'there', 'be', 'such', 'a', 'thing', 'a', 'global_warming', 'snowpocalypse', 'snowmaggedon']"
291,"['help', 'dig', 'out', 'from', 'all', 'the', 'snow', 'i', 'mean', 'global_warming', ""we've"", 'get', 'where', 'be', 'al_gore', 'anyway', 'no', 'where', 'to', 'be', 'see']"
292,"['cant', 'wait', 'to', 'see', 'dr', 'keyes', 'again', 'stan', 'dc', 'snow', 'obama', 'global_warming', 'activist', 'tpn']"
293,"['2:30', 'min', 'vid', 'dc', 'snow', 'obama', 'global_warming', 'activist', 'tcot_teaparty', 'sgp', 'gop']"
294,"['fox', 'you', 'ca_not', 'make', 'this', 'stuff', 'up', 'senate', 'hearing', 'on', 'global_warming', 'cancel', 'due', '2', 'weather', 'it', 'ai', 'not', 'warm', 'weather', 'either', 'lemme', 'tell', 'u']"
295,"['from', 'timeswatch.org', 'editorial', 'page', 'that', 'harp', 'on', 'grave', 'threat', 'of', 'climate_change', 'accuses', 'gop', 'of', 'fearmongering', 'ter']"
296,"['so_much', 'for', 'global_warming', 'snowiest', 'winter', 'ever', 'in_dc', 'broke', 'a', '110', 'year', 'old', 'record']"
297,"['thanks', 'it', 'not', 'global_warming', 'snowstorm', 'coast', 'blizzard', 'tie', 'to', 'climate_change', 'via']"
298,"['senate', 'global_warming', 'hearing_cancel', 'due_to', 'weather', 'yes', 'you', 'can', 'laugh', 'out', 'loud', 'tcot']"
299,"['global_warming', 'activist', 'snowmageddon', 'be', 'result', 'of', 'warming', 'moisture', 'ask', 'why', 'snow', 'king', 'syracuse', 'ny', 'have', 'no', 'snow', 'they', 'reply', 'uh', 'tcot', 'gop']"
300,"['senate', 'global_warming', 'hearing_cancel', 'due_to', 'weather', 'yes', 'you', 'can', 'laugh', 'out', 'loud', 'tcot']"
301,"['short', 'vid', '2010', 'snowmageddon', 'dc', 'snow', 'obama', 'global_warming', 'activist', 'tcot_teaparty']"
302,"['if', 'this', 'be', 'global_warming', ""i'm"", 'vent', 'all', 'the', 'refrigerant', 'from', 'my', 'ac', 'unit', 'to', 'increase', 'greenhouse', 'gas', 'now']"
303,"['i_think', 'i', 'understand', 'why', 'climate_change', 'cause', 'more', 'snow', 'but', 'try', 'sell', 'it', 'to', 'people', 'by', 'call', 'it', 'global_warming', 'yea', 'good', 'luck']"
304,"['do_not', 'forget', 'that', 'a', 'few', 'year', 'ago', 'people', 'be', 'claim', 'a', 'lack', 'of', 'snow', 'in_dc', 'be', 'due_to', 'global_warming', 'fix', 'your', 'message']"
305,"['short', 'vid', '2010', 'snowmageddon', 'dc', 'snow', 'obama', 'global_warming', 'activist', 'tcot_teaparty']"
306,"['35', 'of', 'global_warming', 'knock', 'down', 'a', '50', 'year', 'old', 'tree', 'capandtrade', 'redeye', 'msnbc', 'fox']"
307,"['i', 'wish', 'i', ""could've"", 'bet', 'money', 'today', 'on', 'have', 'a', 'it', 'be', 'cold', 'here', 'so', ""there's"", 'no', 'global_warming', 'story', 'in', 'it', 'front', 'page', 'climate']"
308,"['top', '10', 'bad', 'idea', '4', 'al_gore', 'global_warming', 'book', 'event', 'in_dc', 'tomorrow']"
309,"['top', '10', 'bad', 'idea', '8', 'have', 'nbc', 'late', 'nite', 'executive', 'supervise', 'toyoto', 'engineer', 'and', 'un', 'global', 'climate_change', 'scientist']"
310,"['climate_change', 'weather', ""what's"", 'the', 'difference', 'tcot_teaparty', 'glennbeck']"
311,"['3', 'of', 'snow', 'fell', 'in_dc', 'in', '1772', 'the', 'govt', 'do_not', 'enact', 'federal', 'program', 'to', 'combat', 'climate_change', 'climategate', 'tcot']"
312,"['snowmaggedon', 'shuts', 'down', 'federal', 'government', 'reassess', 'his', 'global_warming', 'hoax', 'snowpocalypse', 'tcot_p2']"
313,"['the', 'effect', 'of', ""al_gore's"", 'global_warming', 'tcot', 'climategate', 'snowpocalypse', 'dc', 'va']"
314,"['but', 'wait', 'i', 'thought', 'no', 'snowstorm', 'in_dc', 'be', 'a', 'sign', 'of', 'global_warming', 'will', 'you', 'guy', 'make', 'up', 'your', 'mind']"
315,"['finally', 'rebuttal', 'to', 'snow', 'mean_no', 'global_warming', 'nonsense']"
316,"['another', 'blizzard', 'what_happen', 'to', 'global_warming', 'gt', 'lol', 'ask', 'al_gore']"
317,"['treehugger', 'finally', 'rebuttal', 'to', 'snow', 'mean_no', 'global_warming', 'nonsense', 'air', 'in', 'mainstream', 'medium']"
318,"['accuracy', 'tcot', ""msnbc's"", 'ratigan', 'claim', 'global_warming', 'cause', 'snowpocalypse', ""msnbc's"", 'dylab', 'ratigan', 'who', 'host', 'his']"
319,"['another', 'day', 'of', 'shovel', 'my', 'car', 'out', 'of', 'snow', 'another', 'day', 'of', 'global_warming']"
320,"['inhofe', 'get', 'last', 'laugh', 'on', 'global_warming', 'ipcc']"
321,"['tory', 'candidate', 'train', 'by', 'rightwing', 'group', 'that', 'bad', 'mouth', 'nh', 'dismisses', 'global_warming', 'back', 'waterboarding']"
322,"['new', 'on', 'hannity_snow', 'storm', 'contradict', ""gore's"", 'global_warming', 'theory']"
323,"['more', 'snow', 'in_dc', 'the', 'whole', 'area', 'have', 'be', 'bury', 'in', 'what', 'appear', 'to', 'be', 'a', 'case', 'of', 'global_warming']"
324,"['opponent', 'of', ""state's"", 'global_warming', 'law', 'get', 'boost', 'from', 'adam', 'smith', 'lance', 'williams', 'the_great', 'adam', 'smith', 'be', 'a']"
325,"['not', 'honest', 'shock', 'medium', 'matter', 'still', 'use', 'junk', 'science', '2007', 'ipcc_report', 'on', 'global_warming']"
326,"['medium', 'matter', 'still', 'use', 'junk', 'science', '2007', 'ipcc_report', 'on', 'global_warming']"
327,"['a', 'climate_change', 'on', 'climate_change']"
328,"['good', 'morning', 'obama', 'be', 'buying', 'snow', 'shovel', 'for', 'shovel', 'ready', 'global_warming', 'around', 'the', 'white', 'house']"
329,"['freak', 'weather', 'event', 'cause', 'massive', 'disruption', 'convince', 'congress', 'that', 'climate_change', 'be', 'not', 'a', 'problem']"
330,"['good', 'morning', 'obama', 'be', 'buying', 'snow', 'shovel', 'for', 'shovel', 'ready', 'global_warming', 'around', 'the', 'white', 'house']"
331,"['this', 'be', 'why', 'a', 'soon', 'a', 'they', 'patent', 'haarp', 'the', 'global-warming', 'conspiracy', 'start', 'plus', 'i', 'saw', 'our', 'navy', 'talk', 'about', 'it', 'on', 'paper']"
332,"['well', 'that', 'take', 'care', 'of', 'the', 'global_warming', 'agenda', 'for', 'the', 'year', 'they', 'will', 'have', 'to', 'hire', 'some', 'new', 'guy', 'to', 'go', 'back', 'and', 'rewrite', 'the', 'record', 'book']"
333,"['the', 'miss', 'heat', 'global_warming', 'climate_change', 'green', 'eco', 'tcot_p2', 'climategate']"
334,"['it', 'be', ""nature's"", 'way', 'say', 'global_warming', 'my', 'a']"
335,"['seriously', 'libs', 'really', 'reach', 'ha', 'time', 'mag', 'how', 'global_warming', 'make', 'blizzard', 'bad']"
336,"['snowstorm', 'how', 'global_warming', 'make', 'blizzard', 'bad', 'time', 'it', 'be', 'snow', 'because', 'it', 'be', 'so', 'warm', 'cahmaaahn']"
337,"['time', 'to', 'admit', 'it', 'climate_change', 'be', 'a', 'conservative', 'conspiracy', 'to', 'keep', 'enough', 'snow', 'fall', 'on', 'dc', 'to', 'keep', 'congress', 'in', 'recess']"
338,"['this', 'global_warming', 'will', 'be', 'on', 'the', 'ground', 'until', 'march']"
339,"['climate-change', 'legislation', 'die', 'under', 'record', 'dc', 'snowfall']"
340,"['do', 'we', 'finally', 'have', 'proof', 'that', 'global_warming', 'by', 'co2', 'emission', 'be', 'a', 'hoax', 'familysecuritymatters.org', 'climategate']"
341,"['eddriscoll', 'time', 'to', 'admit', 'it', 'climate_change', 'be', 'a', 'conservative', 'conspiracy', 'to', 'keep']"
342,"['go', '2', 'keep', 'snow', 'in_dc', 'til', 'al_gore', 'cry', 'uncle', 'weather', 'channel', 'say', 'freaky', 'snow', 'be', 'global_warming']"
343,"['shannon', 'goessling', 'take', 'epa', 'global_warming', 'rule', 'to', 'court']"
344,"['hannity_snow', 'storm', 'seem', 'to', 'contradict', ""al_gore's"", 'hysterical', 'global_warming', 'theory']"
345,"['hannity_snow', 'storm', 'seem', 'to', 'contradict', ""al_gore's"", 'hysterical', 'global_warming', 'theory']"
346,"['irony', 'headline', 'on', 'drudge', 'senate', 'global_warming', 'hearing_cancel', 'tcot']"
347,"['problem', 'be', 'somebody', 'call', 'it', 'global_warming', 'instead', 'if', 'what', 'it', 'be', 'climate_change', 'of', 'course', 'the', 'cont']"
348,"['brain', 'freeze', 'conservative', 'medium', 'still', 'use', 'winter', 'weather', '2', 'attack', 'global_warming', 'p2']"
349,"['due_to', 'snow', 'of', 'course', 'senate', 'global_warming', 'hearing_cancel', 'that', 'be', 'horrible', 'lmao']"
350,"['due_to', 'snow', 'of', 'course', 'senate', 'global_warming', 'hearing_cancel', 'lol']"
351,"['due_to', 'snow', 'of', 'course', 'senate', 'global_warming', 'hearing_cancel']"
352,"['in', 'the', 'middle', 'of', 'day', 'at', 'least', '8', 'day', 'of', 'snowmageddon', 'obama_administration', 'push', 'new', 'agency', 'to', 'study', 'global_warming', 'seriously']"
353,"['our', 'watchdog', 'press', 'enable', 'the', 'global_warming', 'hoax']"
354,"['they', 'like', 'to', 'have', 'it', 'both', 'way', 'if', 'it', 'be', 'sunny', 'and', '70', 'now', ""they'd"", 'blame', 'it', 'on', 'global_warming']"
355,"['sen', ""inhofe's"", 'family', 'build', 'igloo', 'for', 'global_warming', 'spokesman', 'al_gore', 'in', 'snow-laden']"
356,"['lol', 'gt', 'sen', ""inhofe's"", 'family', 'build', 'igloo', '4', 'global_warming', 'guy', 'al_gore', 'in', 'snow-laden', 'tcot']"
357,"['gop', ""senator's"", 'family', 'build', 'igloo', 'to', 'mock', 'global_warming']"
358,"['now', 'be', 'the', 'time', 'to', 'attack', 'the', 'soft', 'underbelly', 'of', 'unsubstantiated', 'global_warming', 'alarmism', 'agw']"
359,"['you', 'should', 'have', 'just', 'let', 'it', 'go', 'with', 'the', 'snowstorm', 'global_warming', 'stuff', 'you', 'be', 'well', 'than', 'that', 'imo']"
360,"['where', 'be', 'the', 'global_warming', 'nutjobs', 'with', 'their', 'sign', 'it', 'be', 'go', 'to', 'keep', 'snow', 'in_dc', 'until', 'al_gore', 'cry', 'uncle']"
361,"['clearly', 'the', 'snowmageddon', 'be', 'disprove', 'global_warming', 'it', 'be', 'go', 'to', 'keep', 'snow', 'in_dc', 'until', 'al_gore', 'cry', 'uncle']"
362,"['how', 'much', 'time', 'before', 'a', 'clever', 'politician', 'will', 'claim', 'this', 'cold', 'weather', 'prof', 'there', '_çs', 'no', 'global_warming', 'tip', 'ask', 'your', 'science', 'advisor', 'first']"
363,"['wish', 'it', 'be', 'possible', 'to', 'make', 'the', 'obvious', 'global_warming', 'joke', 'give', 'aid', 'and', 'comfort', 'to', 'crazy', 'people']"
364,"['wish', 'it', 'be', 'possible', 'to', 'make', 'the', 'obvious', 'global_warming', 'joke', 'give', 'aid', 'and', 'comfort', 'to', 'crazy', 'people']"
365,"['i', 'be', 'amuse', 'that', 'noaa', 'have', 'create', 'an', 'office', 'on', 'global_warming', 'the', 'announcement', 'set', 'for', 'yesterday', 'be', 'disrupt', 'due_to', 'uh', 'blizzard']"
366,"['climate_change', 'movement', 'dead']"
367,"['pres', 'obama', 'want', 'to', 'create', 'a', 'new', 'federal', 'office', 'for', 'global_warming', 'how', 'do', 'we', 'stop', 'this', 'before', 'it', 'be', 'start', 'tcot']"
368,"['snow', 'mean', 'that', 'global_warming', 'be', 'not', 'real', 'how', 'to', 'respond']"
369,"['and', 'mother', 'nature', 'reinforces', 'the', 'fact', 'that', 'global_warming', 'be', 'but', 'a', 'left-wing', 'conspiracy', 'by', 'bring', 'yet', 'more', 'snow']"
370,"['weather', 'apparently', 'only', 'relevant', 'when', 'global_warming', 'be', 'support']"
371,"['climate_change', 'blizzrd', 'rearranges', 'announcement', 'of', 'fed', 'new', 'global_warming', 'office', 'have', 'to', 'grin']"
372,"['climategate', 'weather', 'apparently', 'only', 'relevant', 'when', 'global_warming', 'be', 'support']"
373,"['hah', 'hah', 'too', 'funny', 'govt', 'have', 'to', 'delay', 'announce', 'new', 'global_warming', 'office', 'due_to', 'dc', 'blizzard']"
374,"['when', 'i', 'see', 'a', 'warn', 'for', 'another', '10-20', 'of', 'snow', 'i', 'wish', 'girl', 'still', 'use', '3', 'can', 'of', 'aquanet', 'per', 'day', 'to', 'speed', 'up', 'the', 'global_warming', 'process']"
375,"['bust', 'rajendra', 'pachauri', 'head', 'of', 'un', 'climate_change', 'panel', 'clock', 'up', 'half', 'a', 'million', 'mile', 'of', 'air', 'travel']"
376,"['another', '20', 'in', 'of', 'snow', 'possible', 'who', 'dat', 'say', ""there's"", 'global_warming', 'tcot', 'globalwarming']"
377,"['laughable', 'noaa', 'blizzard', 'rearranges', 'climate_change', 'announcement', 'via']"
378,"['i', 'do_not', 'know', 'about', 'global_warming', 'but', ""i'm"", 'ready', 'to', 'sign-up', 'on', 'the', 'global', 'cool', 'bandwagon', 'globalcooling', 'snowpocalypse', '10-20']"
379,"['the_great', 'global_warming', 'alarmist', 'meltdown', 'continue', 'ipcc', 'tcot', 'climate']"
