,0
632,"['miss_heat', 'may_affect', 'future', 'climate_change', 'environment', 'eco']"
633,"['climate_change', 'building', 'a', 'green', 'economy']"
634,"['climate_change', 'threaten', 'glacier_national', 'park', 'and', ""montana's"", 'economy', 'examiner.com']"
635,"['new_york', 'climate_change', 'could_raise', 'cost_of', 'allergy']"
636,"['ecotone', 'climate_change', 'from', 'a', 'population', 'perspective', 'city', 'environment', 'via']"
637,"['climate_change', 'blame', 'a', 'coastal', 'whale', 'migration', 'dwindles', 'à_', 'ventura', 'county', 'via']"
638,"['think', 'your_allergy', 'be', 'bad', 'now', 'wait', 'until', 'climate_change', 'kick', 'in', 'michig', 'via']"
639,"['exclusive', 'climate_change', 'could_raise', 'cost_of', 'u', 'allergy', 'reuters', 'via']"
640,"['kenya', 'extreme_weather', 'test', 'pastoralist', 'perception', 'the', 'effect_of', 'climate_change', 'such', 'a', 'drought', 'africa']"
641,"['climate_change', 'be', 'not', 'just', 'about', 'the', 'climate', 'it', 'be', 'about', 'our', 'life', 'treehugger', 'via']"
642,"['all', '30', 'major', 'league', 'baseball', 'team', 'throw', 'curve', 'to', 'climate_change', 'denier']"
643,"['climate_change', '100', 'endanger', 'place', 'and', 'how', 'to', 'save', 'them', 'newsweek', 'via']"
644,"['green', 'net', 'how', 'the', 'internet', 'compute', 'can_fight', 'climate_change']"
645,"['green', 'net', 'how', 'the', 'internet', 'compute', 'can_fight', 'climate_change', 'the', 'internet', 'software', 'compute', 'via']"
646,"['leak', 'u_document', 'call', 'for', 'à_global', 'regime', 'à_', 'to', 'tackle', 'climate_change', 'via']"
647,"['climate_change', '100', 'endanger', 'place', 'and', 'how', 'to', 'save', 'them', 'newsweek']"
648,"['reinvent', 'city', 'to', 'stop', 'climate_change', 'via']"
649,"['climate_change', 'continue', 'to', 'melt_glacier', 'national', ""park's"", 'icon', 'national', 'via']"
650,"['climate_change', '100', 'endanger', 'place', 'and', 'how', 'to', 'save', 'them', 'newsweek', 'via']"
651,"['climate_change', '100', 'endanger', 'place', 'and', 'how', 'to', 'save', 'them', 'newsweek', 'via']"
652,"['abu', 'dhabi', 'face', 'climate_change', 'flood', 'threat', 'expert', 'culture', 'society', 'arabia', 'via']"
653,"['china', 'active', 'serious', 'in', 'tackle', 'climate_change', 'say', 'vice', 'president', 'humani', 'via']"
654,"['you', 'and', 'u', 'and', 'me', 'china', 'active', 'serious', 'in', 'tackle', 'climate_change', 'say', 'vic', 'via']"
655,"['study', 'se', 'asia', 'will', 'be', 'hit', 'hard', 'by', 'climate_change', 'via']"
656,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '27']"
657,"['obama', 'china', 'must', 'act', 'soon', 'on', 'climate_change']"
658,"['if', 'capitalism', 'doesn', 'à_t', 'end', 'climate_change', 'climate_change', 'will', 'end', 'capitalism', 'degrowth']"
659,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '28']"
660,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '29']"
661,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '30']"
662,"['demand', 'congress', 'take_action', 'on', 'climate_change', 'pls', 'sign', 'the', 'petition']"
663,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '31']"
664,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '32']"
665,"['carbon', 'age', 'be', 'kill', 'u', 'climate_change', 'legislation', 'now']"
666,"['obama', 'say', 'in', 'tv', 'interview', 'that', 'we', 'ca_not', 'allow', 'china', 'to', 'wait', 'on', 'tackle', 'climate_change']"
667,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '33']"
668,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '34']"
669,"['government', 'claim', 'global_warming', 'may_cause', 'cancer']"
670,"['protect_wildlife', 'habitat_from', 'climate_change']"
671,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '35']"
672,"['plan_california', 'brace', 'for', 'climate_change']"
673,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '36']"
674,"['nine', 'scenario', 'for', 'imminent', 'apocalypse', 'à_only', 'one', 'be', 'global_warming', 'via']"
675,"['dc', 'ft_work', 'for_greenpeace', 'to', 'stop', 'global_warming', '12_13', 'hr', 'get', 'involve', 'call', 'now', '202-595-3368', 'greenpeac']"
676,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '7']"
677,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '8']"
678,"['ancient', 'weapon', 'emerge', 'from', 'melt', 'arctic', 'ice-wow', 'positive', 'side', 'of', 'global', 'warming.other', 'one', 'be', 'reclaim', 'of', 'dry', 'land']"
679,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra', '9']"
680,"['take_action', 'help_protect', 'wildlife_habitat', 'from', 'climate_change', 'climatechange_sierraclub', 'saveterra']"
681,"['government_report', 'say', 'global_warming', 'may_cause', 'cancer_mental', 'illness', 'cnsnews.com']"
682,"['sec', 'warns', 'publically', 'held', 'company', 'to', 'advise', 'investor', 'of', 'risk', 'of', 'climate_change', 'csr']"
683,"['save', 'the', 'whale', 'and', 'they', 'will_save', 'u', 'from', 'global_warming', 'tcot']"
684,"['we', 'should', 'be', 'leader', 'on', 'climate_change', 'but', 'it', 'be', 'always', 'put', 'on', 'the', 'back', 'burner']"
685,"['grape', 'of', 'wrath', 'how', 'much', 'trouble', 'do', 'climate_change', 'mean', 'for', 'agriculture']"
686,"['get', 'allergy', 'by', 'jonah', 'goldberg', 'blame', 'global_warming', 'from', 'time_magazine', 'allergy_bad', 'than_ever', 'blame']"
687,"['climate_change', 'and', 'why', 'your_allergy', 'be', 'get_bad', 'via']"
688,"['watch', 'pb', 'dim', 'the', 'sun', 'for', 'more', 'on', 'this', 'npr', 'could', 'cleaner_air', 'actually_intensify', 'global_warming', 'more', 'at']"
689,"['get', 'allergy', 'by', 'jonah', 'goldberg', 'blame', 'global_warming', 'from', 'time_magazine', 'allergy_bad', 'than_ever', 'blame']"
690,"['oxfam', 'climate_change', 'devastate', 'rural', 'ethiopian', 'community', 'oxfam', 'climatechange']"
691,"['go', 'for', 'the', 'green', 'olympic', 'athlete', 'push', 'for', 'climate_change', 'action', 'climatechange', 'climateaction', 'green']"
692,"['dc', 'ft_work', 'for_greenpeace', 'to', 'stop', 'global_warming', '12_13', 'hr', 'get', 'involve', 'call', 'now', '202-595-3368', 'greenpeace']"
693,"['health', 'effect', 'be', 'a', 'big', 'deal', 'impact_of', 'climate_change', 'extend', 'to', 'human_health', 'mom', 'family', 'eco']"
694,"['climate_change', 'cause', 'change', 'in', 'ocean_chemistry', 'at', 'unprecedented', 'rate', 'climatechange']"
695,"['global_warming', 'can', 'be', 'good', 'for', 'another', 'cool', 'video']"
696,"['allergy_bad', 'than_ever', 'blame', 'global_warming', 'time.com']"
697,"['bat_bird', 'lizard_can', 'fight', 'climate_change', 'wire', 'via', 'science']"
698,"['for', 'earthday', 'global_warming', 'could', 'affect', 'patient', 'symptom', 'classic', 'post']"
699,"['just', 'sign', 'an', 'earthday', 'petition', 'to', 'take_action', 'on', 'climate_change', 'via']"
700,"['treat', 'climate_change', 'a', 'a', 'curable', 'disease']"
701,"['global_warming', 'believe', 'it', 'vallejo', 'times-herald', 'your', 'editorial', 'on', 'global_warming', 'keep', 'the', 'debate', 'honest']"
702,"['see', 'how', 'ccx', 'member', 'motorola', 'be', 'work', 'to', 'be', 'part', 'of', 'the', 'solution', 'in', 'address', 'the', 'climate_change', 'challenge']"
703,"['bolivian', 'president', 'blame', 'capitalism', 'for', 'global_warming', 'u', 'policy', 'threaten', 'indigenous_people', 'p2']"
704,"['yet', 'another', 'gift', 'from', 'global_warming', 'increase', 'allergy', 'attack', 'p2']"
705,"['global', 'climate_change', 'effect', 'on', 'the', 'mid-continent', 'download', 'to', 'view', 'animation']"
706,"['umc', 'expands', 'climate_change', 'policy', 'and', 'carbon', 'emission', 'reduction', 'goal']"
707,"['allergy_bad', 'than_ever', 'blame', 'global_warming', 'thanks', 'to', 'an', 'unusually', 'cold', 'and', 'snowy', 'winter', 'follow', 'by', 'an', 'earl']"
708,"['ridiculous', 'give', 'a', 'climate_change', 'denier', 'a', 'nature', 'show', 'keep', 'sarah', 'palin', 'off', 'discovery', 'via']"
709,"['report', 'allergy_season', 'to', 'get_bad', 'with', 'climate_change', 'read', 'from', 'this', 'really', 'suck', 'for', 'me']"
710,"['coda', 'automotive', 'laud', 'for', 'innovation', 'and', 'technology', 'effort_to', 'combat', 'climate_change', 'and', 'air_pollution']"
711,"['report', 'claim', 'climate_change', 'be', 'to', 'blame', 'for', 'increase', 'of', 'allergy']"
712,"['tulip', 'in', 'mid-april', 'in', 'chicago', 'love', 'the', 'global_warming']"
713,"['rejoice', 'ny', 'time', 'mention', 'crop', 'wild', 'relative', 'in', 'article', 'about', 'adapt', 'agriculture', 'to', 'climate_change', 'agriculture']"
714,"['u_document', 'call', 'for', 'à_global', 'regime', 'à_', 'to', 'tackle', 'climate_change']"
715,"['u_document', 'call', 'for', 'à_global', 'regime', 'à_', 'to', 'tackle', 'climate_change']"
716,"['two_more', 'glacier', 'be', 'go', 'from', 'namesake', 'nat', 'park', 'due_to', 'global_warming', 'usgs', 'report']"
717,"['feel', 'the', 'heat', 'down', 'under', 'when', 'it', 'come', 'to', 'climate_change', 'erwin', 'jackson', 'the', 'climate', 'institute']"
718,"['uk', 'lead', 'the', 'way', 'schumacher', 'college', 'mobilise', 'democracy', 'to', 'tackle', 'climate_change']"
719,"['exclusive', 'climate_change', 'could_raise', 'cost_of', 'u', 'allergy']"
720,"['harvard', 'and', 'mit', 'receive', '2', 'million', 'to', 'study', 'health', 'and', 'environmental', 'impact_of', 'climate_change']"
721,"['sen', 'kerry', 'write', 'in', 'the', 'hill', 'today', 'u', 'must', 'lead', 'on', 'climate_change']"
722,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '1']"
723,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '2']"
724,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '3']"
725,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '4']"
726,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '5']"
727,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '6']"
728,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '7']"
729,"['fight', 'climate_change', 'from', 'all_front', 'climatechange_saveterra', '8']"
730,"['filmmaker_travel', 'the', 'globe', 'to', 'find_people', 'fight', 'climate_change']"
731,"['filmmaker_travel', 'the', 'globe', 'to', 'find_people', 'fight', 'climate_change', 'filmmaker_travel', 'the', 'globe', 'to', 'find_people']"
732,"['effort_to', 'remake', ""america's"", 'energy', 'future', 'and', 'fight', 'global_warming', 'could', 'be', 'harm', 'or', 'spur', 'by', 'gulf', 'oilspill']"
733,"['arctic_ice', 'loss', 'accelerate', 'global_warming', 'research', 'topnews', 'new', 'zealand', 'global_warming', 'may', 'be', 'get_bad', 'tha']"
734,"['plant_effective', 'way', 'of', 'tackle', 'global_warming', 'washington', 'apr', '30', 'ani_):', 'plant', 'leaf', 'account', 'for', 'less_than', 'one']"
735,"['namibia', 'govt', 'to', 'get', 'active', 'on', 'climate_change']"
736,"['plant_effective', 'way', 'of', 'tackle', 'global_warming']"
737,"['glacial', 'melt', 'from', 'global_warming', 'could', 'unplug', 'volcano', 'earthweek', 'a', 'diary', 'of', 'the', 'planet', 'eruption', 'of', 'glacial', 'vol']"
738,"['33', 'u', 'military', 'general', 'admiral', 'climate_change', 'be', 'threaten']"
739,"['off', 'shore', 'drilling', 'threatens', 'wildlife', 'and', 'contributes', 'to', 'climate_change', 'urge', 'obama', 'not', 'to', 'expand', 'drilling']"
740,"['allgov', 'news', 'global_warming', 'be', 'not', 'all', 'bad', 'à_if', 'you', 'be', 'an', 'in', 'the', 'frozen', 'reach', 'of', 'canada', 'warmer', 'temperature']"
741,"['government_report', 'say', 'global_warming', 'may_cause', 'cancer_mental', 'illness', 'a', 'new', 'government_report', 'say', 'global', 'warmin']"
742,"['global_warming', 'pick', 'up', 'steam', 'obama', 'top', 'science', 'adviser', 'say', 'john', 'holdren', ""obama's"", 'top', 'science', 'adviser', 'dis']"
743,"['lyme', 'disease', 'already', 'cost', '2.5', 'billion', 'a', 'year', 'and', 'climate_change', 'could', 'make', 'it', 'even', 'pricier']"
744,"['whale', 'excrement', 'to', 'check', 'global_warming', 'topnews', 'united', 'state', 'new', 'researcher', 'carry', 'out', 'by', 'the', 'australian', 'antarc']"
745,"['government_report', 'say', 'global_warming', 'to', 'cause_cancer', 'mental_illness', 'cnsnews.com', 'by', 'matt', 'cover', 'staff', 'writer', 'cn']"
746,"['epa', 'issue', 'report', 'on', 'u', 'climate_change', 'indicator', 'warming', 'be', 'have', 'measurable', 'effect', 'across', 'ecosystem']"
747,"['report', 'save', 'the', 'whale', 'and', 'they', 'will_save', 'u', 'from', 'global_warming', 'need', 'more_proof', 'that', 'global_warming', 'be', 'the', 'proble']"
748,"['wine_grape', 'have_become', 'our_best', 'early-warning_system', 'for', 'the', 'effect_of', 'global_warming', 'via']"
749,"['wine_grape', 'have_become', 'our_best', 'early-warning_system', 'for', 'the', 'effect_of', 'global_warming', 'via']"
750,"['epa', 'climate_change', 'indicator_report', 'show', 'the', 'evidence', 'of', 'global_warming', 'all_around', 'u']"
751,"['epa', 'climate_change', 'indicator_report', 'show', 'the', 'evidence', 'of', 'global_warming', 'all', 'natural', 'resource', 'defense', 'counc']"
752,"['exclusive', 'climate_change', 'could_raise', 'cost_of', 'u', 'allergy']"
753,"['syed', 'husin', 'want', 'to', 'know', 'the', 'effect_of', 'global_warming', 'to', 'malaysia']"
754,"['cleaner_air', 'could_speed', 'global_warming']"
755,"['exclusive', 'climate_change', 'could_raise', 'cost_of', 'u', 'allergy']"
756,"['new', 'fact', 'support', 'global_warming', 'case', 'recent', 'letter-writer', 'charles', 'kesner', 'be', 'either', 'out-of-touch', 'with', 'reliable', 'ne']"
757,"['qut', 'researcher', 'track', 'climate_change']"
758,"['study', 'climate_change', 'threatens', 'your', 'health', 'too']"
759,"['slideshow', 'of', 'alaska_before', 'the', 'effect_of', 'global_warming']"
760,"['in', 'vino', 'veritas', 'the', 'delicate', 'wine_grape', 'have_become', 'our_best', 'early-warning_system', 'for', 'the', 'effect_of', 'global_warming']"
761,"['conservation', 'international', '::', 'give', 'a', 'gift', 'that', 'help', 'prevent', 'climate_change', 'provide', 'habitat', 'for', 'endanger_specie']"
762,"['climate_change', 'be', 'real', 'and', 'climate_change', 'have', 'consequence', 'for', 'all', 'of', 'u']"
763,"['global_warming', 'contributes', 'to', 'rapidly', 'increase', 'ocean', 'acidification', 'the', 'u', 'national', 'research', 'council', 'warn', 'last']"
764,"['global_warming', 'threatens', 'ca_mau', 'province', 'ca_mau', 'à_', 'the', 'southernmost', 'province', 'of', 'ca_mau', 'be', 'among', 'locality', 'most']"
765,"['global_warming', 'mean', 'local', 'storm']"
766,"['could', 'cleaner_air', 'actually_intensify', 'global_warming', 'by', 'npr', 'staff', 'a', 'much', 'of', 'the', 'world', 'marked', 'earth_day', 'this', 'past']"
767,"['renewable_energy', 'advance', 'à_', 'ocean_saltiness', 'show', 'global_warming', 'after', 'pull', 'data', 'from', '1.6', 'million', 'salinity']"
768,"['the', 'key', 'to', 'fix', 'global_warming', 'china', 'magazine', 'it', 'be', 'late', 'november', '2009', 'and', 'u', 'energy', 'secretary', 'steven', 'chu', 'be']"
769,"['global_warming', 'ocean_chemistry', 'be', 'change', 'faster_than', 'it', 'have', 'in', '800,000', 'year', 'and', 'that', 'be', 'because_of', 'the', 'carbon']"
770,"['topography', 'of', 'mountain', 'could', 'complicate', 'rate', 'of', 'global_warming', 'sciencedaily', 'apr', '25', '2010', 'à_', 'a', 'new', 'study', 'concl']"
771,"['soar', 'mercury', 'blame', 'it', 'on', 'global_warming', 'agartala', 'apr', '14', 'environmentalist', 'have', 'attribute', 'the']"
772,"['africa', 'monitoring', 'a', 'change', 'climate', 'the', 'gathering', 'environmental', 'crisis', 'present', 'by', 'global_warming', 'africa']"
773,"['ocean', 'current', 'still', 'strong', 'despite', 'global_warming', 'researcher', 'at', 'nasa', 'have', 'discover', 'that', 'the', 'ocean', 'current']"
774,"['long-distance', 'journey', 'out', 'of', 'fashion', 'global_warming', 'may', 'be', 'cause', 'evolutionary', 'change', 'in', 'bird', 'migration', 'sourc']"
775,"['scientist', 'say', 'global_warming', 'affect', 'marine', 'life', 'in', 'narragansett', 'bay', 'rhode', 'island', 'winter', 'flounder', 'no', 'longer', 're']"
776,"['redding', 'architect', 'theimer', 'global_warming', 'doubter', 'stupid', 'james', 'theimer', 'know', 'locally', 'for', 'his', 'environmentally']"
777,"['indonesia', 'tree', 'program', 'look', 'to', 'reduce', 'global_warming', 'plant', 'tree', 'be', 'one', 'way', 'to', 'help', 'maintain', 'the', 'natural', 'pres']"
778,"['earth_day', 'report', 'climate_change', 'be', 'endanger', 'our', 'health']"
779,"['global', 'climate_change', 'not', 'global_warming']"
780,"[""chew's"", 'focus', 'be', 'on', 'the', 'way', 'global_warming', 'be', 'cause', 'the', 'redistribution', 'of', 'plant', 'and', 'animal', 'specie']"
781,"['royal', 'society', 'stunner', 'hazardous', 'geosphere', 'activity', 'and', 'global_warming', 'link', 'period', 'of', 'exceptional', 'climate', 'chan']"
782,"['fight', 'poverty_and', 'global_warming', 'in', 'africa', 'by', 'marc', 'gunther', 'on', '04/21', '2010', '22:10', '0', 'comment', '0', 'view', 'rarely', 'do']"
783,"['military_lead', 'fight_against', 'climate_change', 'pew', 'reuters', 'cleantech', 'greentech']"
784,"['spring', 'come', '10', 'day', 'earlier', 'in', 'u', 'due_to', 'climate_change']"
785,"['nasa', 'launch', 'climate_change', 'supercomputer']"
786,"['excellent', 'take', 'on', 'why', 'even', 'environmental', 'economics', 'limit', 'our', 'climate_change', 'policy', 'option', 'climate', 'agw']"
787,"['the', 'key', 'to', 'fix', 'global_warming', 'china']"
788,"['be', 'here', 'tonight', 'at', '7:30', 'to', 'discus', 'what', 'climate_change', 'be', 'do', 'to', 'woman', 'child', 'family', 'community']"
789,"['baby', 'boomer', 'must', 'tackle', 'global_warming', 'while', 'they', 'can', 'by', 'anonymous', 'baby', 'boomer', 'have', 'enjoy', 'peace', 'and', 'the', 'large']"
790,"['ocean_saltiness', 'show', 'global_warming', 'be', 'intensify_our', 'water_cycle', 'treehugger']"
791,"['daniel', 'esty', 'climate_change', 'plan', 'bring', 'down', 'greenhouse_gas', 'emission', 'with', 'a', 'cap', 'and', 'trade', 'system', 'of', 'tr']"
792,"['military_lead', 'fight_against', 'climate_change', 'pew', 'washington_reuters', 'the', 'u', 'military', 'the', ""government's"", 'large']"
793,"['global_warming', 'implicate', 'in', 'shorten', 'bird', 'migration', 'science', 'codex', 'global_warming', 'implicate', 'in', 'shorten', 'bird']"
794,"['nasa', 'à_s', 'gift', 'to', 'earth', 'a', 'climate_change', 'supercomputer']"
795,"['daniel', 'esty', 'climate_change', 'plan', 'bring', 'down', 'greenhouse_gas', 'emission', 'with', 'a', 'cap', 'and', 'trade', 'system', 'of', 'tr']"
796,"['uw_biologist', 'link_early', 'bloom', 'to', 'global_warming']"
797,"['uw_biologist', 'link_early', 'bloom', 'to', 'global_warming', 'a', 'researcher', 'say', 'plant', 'in', 'central', 'wisconsin', 'be', 'flower', 'ear']"
798,"['bolivian', 'president', 'blame', 'capitalism', 'for', 'global_warming', 'environment', 'news', 'service', 'cochabamba', 'bolivia', 'april', '20', '2']"
799,"['uruguay', 'tool', 'need', 'for', 'those', 'most_vulnerable', 'to', 'climate_change', 'global', 'geopolitics', 'net', 'site', 'ip', 'in', '__s', 'acosta']"
800,"['an', 'explosive', 'idea', 'be', 'volcano', 'the', 'cure', 'for', 'global_warming']"
801,"['see', 'where', 'change', 'be', 'happen', '8-p', 'art', 'series', 'on', 'city', 'and', 'climate_change', 'for', 'bbc', 'worldnews']"
802,"['carbon_offset', 'how', 'a', 'vatican', 'forest', 'fail', 'to', 'reduce', 'global_warming', 'christian', 'science', 'monitor', 'from', 'a', 'scheme', 'to']"
803,"['buying', 'carbon_offset', 'may', 'ease', 'eco-guilt', 'but', 'not', 'global_warming']"
804,"['pat', 'mooney', 'on', 'the', 'danger', 'of', 'geoengineering', 'and', 'manipulate', 'the', 'planet', 'to_combat', 'climate_change']"
805,"['icelandic', ""volcano's"", 'impact', 'on', 'global_warming', 'green', 'transportation', 'bird', 'by', 'alisa', 'opar', 'nasa', 'satellite', 'captur']"
806,"['bird', 'in', 'southern', 'england', 'suffer', 'from', 'global_warming']"
807,"['volcanic_ash', 'cloud', 'global_warming', 'may_trigger', 'more', 'volcano']"
808,"['republican', 'why', 'do', 'you', 'oppose', 'global_warming', 'environmental', 'really', 'it', 'make', 'no', 'sense', 'to', 'oppose', 'effort_to', 'red']"
809,"['safe', 'secure', 'nuclear', 'energy', 'must', 'be', 'part', 'of', 'climate_change', 'solution']"
810,"['global_warming', 'à_s', 'eyjafjoell', 'volcano', 'trigger_more', 'global_warming']"
811,"['state_dept', 'declares', 'global_warming', 'unequivocal', 'and', 'primarily_human-induced']"
812,"['5th', 'u', 'climate', 'action', 'report_release', 'global_warming', 'be', 'unequivocal']"
813,"['global_warming', 'melt_ice', 'cap_could', 'help', 'trigger_more', 'volcanic_eruption']"
814,"['photo', 'we', 'dare', 'someone', 'tell_u', 'that', 'climate_change', 'be', 'not', 'real', 'green_eco', 'green']"
815,"['blame', 'the', 'volcano', 'trouble', 'on', 'sun', 'and', 'global_warming', 'science']"
816,"['some', 'hot', 'health', 'reminder', 'on', 'global_warming', 'the', 'debate', 'be', 'over', 'nearly', 'all', 'scientist', 'and', 'politician', 'agree', 'tha']"
817,"['reinvent', 'city', 'to', 'stop', 'climate_change', 'green', 'living', 'idea', 'city', 'climate', 'eco']"
818,"['all', '30', 'major', 'league', 'baseball', 'team', 'throw', 'curve', 'to', 'climate_change', 'denier', 'cleantechnica', 'cleantech', 'greentech', 'mlb']"
819,"['cst', 'a', 'lack', 'of', 'air_pollution', 'be', 'bad', 'for', 'global_warming', 'à_', ""pirate's""]"
820,"['an', 'estimate', '20', 'billion', 'bird', 'change', 'their', 'migrate', 'habit', 'in', 'last', 'few', 'decade', 'due_to', 'global_warming']"
821,"['global_warming', 'melt_ice', 'and', 'this', 'can', 'influence', 'magmatic', 'system', 'he', 'told', 'reuters']"
822,"['why_cleaner', 'air_could', 'speed', 'global_warming', 'air_pollution', 'news']"
823,"['why_cleaner', 'air_could', 'speed', 'global_warming', 'aerosol', 'pollution', 'which', 'be', 'now', 'on', 'the', 'downswing', 'have', 'help', 'keep', 'the']"
824,"['why_cleaner', 'air_could', 'speed', 'global_warming', 'aerosol', 'pollution', 'which', 'be', 'now', 'on', 'the', 'downswing', 'have', 'help', 'keep', 'the']"
825,"['why_cleaner', 'air_could', 'speed', 'global_warming']"
826,"['why_cleaner', 'air_could', 'speed', 'global_warming']"
827,"['effect_of', 'global_warming', 'à_', 'youtube', 'à_', 'effect_of', 'global_warming', 'stats', 'back', 'with', 'more', 'news', 'for', 'you', 'today', 'it', 'be', 'ama']"
828,"['global_warming', 'today', 'à_', 'blog_archive', 'à_', 'how', 'can', 'we', 'tackle', 'global', 'the', 'only', 'way', 'at', 'present', 'be', 'to', 'reduce', 'greenhous']"
829,"['coda', 'automotive', 'laud', 'for', 'effort_to', 'combat', 'climate_change', 'air_pollution']"
830,"['ocean_saltiness', 'get', 'weird', 'à_', 'blame', 'global_warming', 'indyposted', 'blog', 'a', 'study', 'conduct', 'by', 'scientist', 'at', 'austral']"
831,"['science', 'scientist', 'explore', 'the', 'evolution', 'of', 'climate_change']"
832,"['a', 'preliminary', 'analysis', 'suggests', 'that', 'natural', 'gas', 'could', 'contribute', 'far', 'more', 'to', 'global_warming', 'than', 'previously', 'thought']"
833,"['coalition', 'of', 'the', 'tire', 'of', 'wait_fight', 'climate_change', 'at_ground', 'level']"
834,"['iceland_volcano', 'unlikely', 'to_slow', 'global_warming', 'scientist']"
835,"['science', 'scientist', 'explore', 'the', 'evolution', 'of', 'climate_change', 'cleantech']"
836,"['iceland_volcano', 'unlikely', 'to_slow', 'global_warming', 'scientist', 'afp', 'paris', 'à_', 'big', 'volcanic_eruption', 'have', 'have', 'a', 'cool']"
837,"['global_warming', 'may', 'make', 'cricket', 'bat', 'history', 'london', 'cricket', 'be', 'face', 'a', 'bizarre', 'threat', 'follow', 'a', 'european', 'unio']"
838,"['volcano_unlikely', 'to_slow', 'global_warming', 'by', 'richard', 'ingham', 'afpapril', '16', '2010', '4:44', 'be', 'an', 'eumesat', 'satellite', 'image']"
839,"['science', 'scientist', 'explore', 'the', 'evolution', 'of', 'climate_change']"
840,"['fifty', 'year_ago', 'i', 'be', 'teach', 'and', 'preach', 'about', 'global_warming', 'and', 'it', 'catastrophic', 'effect', 'on', 'our', 'climate']"
841,"['science', 'scientist', 'explore', 'the', 'evolution', 'of', 'climate_change']"
842,"['obama', 'china', 'must', 'act', 'on', 'climate_change']"
843,"['renewable_energy', 'possible', 'solution', 'to', 'global_warming', 'by', 'milton', 'takei', 'university', 'alumnus', '1992', 'in', 'deal_with']"
844,"['effect_of', 'global_warming', 'à_', 'youtube', 'à_', 'impact_of', 'climate_change', 'on', 'there_be', 'many', 'predict', 'effect', 'for', 'the', 'en']"
845,"['plz', 'hlp', 'fight', 'global_warming', 'read', 'my', 'post', 'abt', 'effect_of', 'global_warming', 'let', 'me', 'know', 'what', 'u', 'think', 'tx']"
846,"['un', 'to', 'battle', 'poverty', 'global_warming', 'newkerala.com', 'online', 'news', 'un', 'to', 'battle', 'poverty', 'global_warming', 'new']"
847,"['eaarth', 'global_warming', 'be', 'here', 'to', 'stay', 'how', 'will', 'we', 'deal_with', 'it']"
848,"['allergy_bad', 'than_ever', 'blame', 'global_warming']"
849,"['global_warming', 'likely', 'to', 'worsen', 'allergy', 'in', 'maine', 'that', 'be', 'accord', 'to', 'a', 'new', 'report_release', 'today', 'by', 'the', 'nationa']"
850,"['subtropolis', 'u', 'a', 'a', 'creative', 'solution', 'to', 'global_warming', '100', 'foot', 'below', 'ground']"
851,"['global_warming', 'or', 'unemployment', 'choose', 'your', 'own', 'disaster', 'by', 'max', 'jacob', 'company', 'produce', 'greenhouse_gas', 'in']"
852,"['this', 'one', 'explain', 'the', 'extreme', 'cold', 'weather', 'we', 'have', 'experienced', 'this', 'winter', 'a', 'just', 'one', 'more', 'example', 'of', 'global_warming']"
853,"['change', 'giant', 'glacier', 'fall', 'in', 'peru', 'cause', 'deadly', 'tsunami']"
854,"['green_cement', 'make', 'from_rice', 'may_help', 'tackle', 'global_warming', 'london_april', '13', 'with', 'the', 'increase', 'rise', 'in', 'the']"
855,"['can', 'you', 'feel', 'the', 'shift', 'in', 'consciousness', '3k', 'business', 'create', 'new', 'ad', 'for', 'climate_change', 'action', 'via']"
856,"['3,000', 'business', 'create', 'new', 'ad', 'for', 'climate_change', 'action', 'cleantechnica']"
