,0
742,"['retuning', 'of', 'love', 'a_scream', 'à_o_à_', 'climate_change', 'clinical_trial', 'collagen_clinique', 'clip_art', 'clothes', 'clo']"
743,"['fox_news', 'watch', 'cite', 'medium', 'research', 'center', 'study', 'on', 'global_warming', 'coverage']"
744,"['fox_news', 'watch', 'cite', 'medium', 'research', 'center', 'study', 'on', 'global_warming', 'coverage', 'by', 'kyle', 'drennen', 'bio', 'archive', 'on', 'sa']"
745,"[""graham's_exit"", 'put', 'climate_change', 'bill', 'in_limbo']"
746,"['soccer', 'fever', 'hit', 'namibia', 'on', 'global_warming', 'by', 'carlos', 'kambaekwa', 'new', 'era', 'omuthiya', 'the', 'chairman', 'of', 'the', 'nfa', 'oshi']"
747,"['via', 'cnnbrk', ""graham's_exit"", 'from_talk', 'put', 'climate_change', 'bill', 'in_limbo']"
748,"[""graham's_exit"", 'from_talk', 'put', 'climate_change', 'bill', 'in_limbo', 'a', 'climate-change_bill', 'that', 'be', 'schedule_to', 'be', 'unvei']"
749,"['adventure', 'in', 'epistemic', 'opening', 'mark', 'levin', 'jim', 'manzi', 'on', 'global_warming', 'the', 'fancy', 'phrase', 'à_epistemic', 'closure', 'à_']"
750,"['senate_dispute', 'put', 'climate', 'legislation', 'on_hold', 'associate', 'press', 'washington', 'long-awaited', 'climate_change']"
751,"['global_warming', 'the', 'oxburgh', 'inquiry', 'be', 'an', 'offer', 'he', 'could', 'not', 'refuse', 'when', 'lord', 'oxburgh', 'be', 'request', 'to', 'chair', 'the']"
752,"['gawker', 'logic_report', ""lindsey_graham's"", 'climate_change', 'bill_flip-flop', 'polidicks', ']:', 'à_']"
753,"['a', 'simple', 'guide', 'to', 'head', 'shave', 'a_scream', 'à_o_à_', 'climate_change', 'clinical_trial', 'collagen_clinique', 'clip_art']"
754,"['uiy', 'climate', 'bill_place', 'on_hold', 'over_senate', 'dispute_ap', '):_ap', 'long-awaited', 'climate_change', 'legislation', 'be']"
755,"['climate', 'bill_place', 'on_hold', 'over_senate', 'dispute', 'washington', 'long-awaited', 'climate_change', 'legislation', 'be', 'put', 'on']"
756,"['american', 'dont', 'give', 'a', 'about', 'global_warming', 'survey', 'say', 'retail', 'investor', 'from', 'city', 'other', 'than', 'in', 'the', 'u', 'fe']"
757,"['will', 'indigenous_people', 'be', 'include', 'in', 'un', 'climate_change', 'policy']"
758,"['via', 'cnnbrk', 'sen', ""graham's"", 'move_imperils', 'dems', 'push', 'for', 'immigration', 'climate_change', 'bill']"
759,"['thr', 'climate', 'bill', 'give', 'polluter', 'and', 'nuclear', 'break', 'washington_reuters', 'the', 'u', 'climate_change', 'bill', 'expect']"
760,"['global_warming', 'the', 'new', 'ombudsman', 'eurasia', 'review', 'by', 'sonali', 'huria', 'for', 'ipcs', 'global_warming', 'have', 'purportedly', 'put']"
761,"['just', 'read', 'your', 'blog', 'and', '1', 'awesome', '2', 'who', 'hold', 'a', 'climate_change', 'conference', 'in', 'cancun']"
762,"['brochure', 'on', 'global_warming', '1992', 'brochure', 'on', 'global_warming', '1992', 'add', 'by', 'neham', '0', 'comment']"
763,"['fat_loss', 'program', 'a_scream', 'à_o_à_', 'climate_change', 'clinical_trial', 'collagen_clinique', 'clip_art', 'clothes', 'clo']"
764,"['washington', 'the', 'term', 'green', 'movement', 'be', 'not', 'yet', 'in', 'vogue', 'and', 'there_be', 'little', 'talk', 'of', 'combat', 'global_warming']"
765,"['tff', '2010', 'jessica', 'alba', 'brian', 'hill', 'talk', 'climate', 'of', 'change']"
766,"['native', 'gather', 'in', 'bolivia', 'to', 'criticize', 'copenhagen', 'club']"
767,"['money', 'the', 'graham-kerry-lieberman', 'global_warming', 'bill', 'face', 'a', 'hostile', 'climate', 'world', 'magazine', 'ap', 'photo', 'by', 'har']"
768,"['washington', 'there_be', 'no', 'green', 'movement', 'yet', 'and', 'little', 'talk', 'of', 'global_warming']"
769,"['check_this', 'video', 'out', 'george', 'carlin', 'on', 'global_warming']"
770,"['realclearpolitics', 'global_warming', 'panic', 'attack', 'with', 'the', 'senate', 'about', 'to', 'begin', 'a', 'long-awaited', 'debate', 'over', 'energy']"
771,"['guardian', 'climate', 'scientist_sue', 'newspaper_for', 'poison', 'global_warming', 'debate']"
772,"['live', 'chapmanu', 'climate', 'conference', 'excite', 'climate', 'debate', 'come', 'up', 'at', '4:30', 'cause', 'pf', 'climate_change']"
773,"['look_like', 'some', 'ppl', 'just', 'give', 'some', 'more', 'fuel', 'to_slow', 'down', 'the', 'california', 'global_warming', 'law', 'ab32']"
774,"['in', 'november', 'of', '2008', 'i', 'really', 'would', 'not', 'have', 'predict', 'that', 'immigration_reform', 'might', 'move', 'before', 'climate-change_legislation', 'via']"
775,"['global_warming', 'probability', 'poll', 'update', 'ocregister', 'blog', 'and', 'my', 'favorite', '39', 'time', 'a', 'many', 'people', 'believe', 'our', 'bel']"
776,"['photo', 'protester', 'take', 'on', 'valero', 'over', 'initiative', 'that', 'would', 'change', ""california's"", 'landmark', 'climate', 'bill']"
777,"['laist', 'protester', 'take', 'on', 'valero', 'over', 'initiative', 'that', 'would', 'change', ""california's"", 'landmark', 'climate', 'bill', 'à_', 'à_', 'à_', 'à_', 'à_', 'à_', 'à_for']"
778,"['co-host', 'meredith', 'vieira', 'talk', 'about', 'global_warming', 'on', 'nbc', 'à_s', 'today', 'january', '8', '2007']"
779,"['campaign', 'asa', 'dismisses', 'complaint_against', 'dft', 'climate_change', 'ad', 'london', 'the', 'advertising', 'standard', 'authority', 'a']"
780,"[""i'm"", 'do', 'my', 'part', 'in', 'contribute', 'to', 'both', 'global_warming', 'and', 'depletion', 'of', 'the', 'ozone', 'layer', ""i'm"", 'hot', 'and', 'sometimes', 'i', 'fart']"
781,"['from', 'the', 'christian', 'post', 'methodist', 'clergy', 'listens', 'to', 'member', 'on', 'climate_change']"
782,"['pls', 'smile', 'ok', 'climate_change', 'and', 'human_health', 'study', 'bethesda', 'md', 'april_22', 'upi', 'the', 'u', 'national', 'insti']"
783,"['climate', 'of', 'change', 'film', 'festival', 'and', 'on', 'demand', 'earthday', 'p2']"
784,"['brandrep', 'asa', 'dismisses', 'complaint_against', 'dft', 'climate_change', 'ad', 'london', 'the', 'advertising', 'standard', 'authority', 'a']"
785,"['climate', 'scientist_sue', 'newspaper_for', 'poison', 'global_warming', 'debate', 'andrew', 'weaver', 'with', 'the', ""ipcc's"", '2007', 'report']"
786,"['state', 'anti-global', 'warming', 'bill', 'probably', 'dead']"
787,"['do_not', 'be', 'swayed', 'by', 'distraction', 'of', 'climate_change', 'treat', 'earth', 'responsibly', 'earthday']"
788,"[""state's"", 'global_warming', 'bill', 'may', 'not', 'have', 'vote', 'to', 'pas', 'madison', 'wi', 'wtaq', 'there', 'might', 'not', 'be', 'enough', 'vote', 'in']"
789,"['solar', 'activity', 'and', 'climate_change']"
790,"['video', 'larry_brilliant', 'on', 'the', 'volcano', 'and', 'climate_change']"
791,"['global_warming', 'bill', 'likely', 'dead', 'by', 'jason', 'stein', 'and', 'patrick', 'marley', 'of', 'the', 'journal', 'sentinel', 'madison', 'à_', 'a', 'bill', 'to', 'cut']"
792,"['fishing', 'from', 'the', 'other', 'side', 'of', 'the', 'boat', 'creation', 'sunday', 'sermon', 'on', 'christianity', 'and', 'global_warming']"
793,"['get', 'into', 'hot', 'water', 'evangelicals', 'and', 'global_warming', 'by', 'benjamin', 'phillips', 'since', '2000', 'various', 'evangelical', 'gr']"
794,"['global_warming', 'mobile', 'phone']"
795,"['bet_on', 'climate_change']"
796,"['volcanic_eruption', 'global_warming', '::', 'lacerta', 'knew', 'he', 'imperforate', 'to', 'go', 'to', 'milwaukee', 'to', 'suavely', 'be', 'centrifugal', 'to', 'er']"
797,"['wed', '4/21', 'chapmanu', 'climate_change', 'confab', 'open', 'film', 'nite', 'at', 'knott', 'studio', '7pm', 'into', 'the', 'arctic', 'living', 'sea', 'free']"
798,"['ok', 'that', 'last', 'part', 'be', 'a', 'joke', 'but', 'here', 'be', 'the', 'late', 'rank', 'for', 'the', 'un', 'climate_change', 'panel']"
799,"['iceland_volcano', 'alternative_energy', 'and', 'global_warming', 'fslr', 'pbw', 'peix']"
800,"['foe', 'of', ""california's"", 'global_warming', 'law_pour', 'money_into', 'a', 'campaign', 'to_delay', 'it']"
801,"['effect_of', 'global_warming', 'à_', 'we', 'be', ""god's"", 'caretaker', 'by', 'cory', 'kemp', 'an', 'inconvenient', 'truth', 'the', 'documentary', 'and', 'bo']"
802,"['dollar', 'sense', 'and', 'climate_change']"
803,"['global_warming', 'bill', 'expect', 'next', 'monday', 'senator', 'john', 'kerry', 'lindsey_graham', 'and', 'joseph', 'lieberman', 'be', 'expect', 'to']"
804,"['kcrw', 'goodfood', 'blog', 'recycle_water', 'meat', 'and', 'global_warming', 'peanut_rare', 'grape']"
805,"['commonsense', 'wonder', 'global_warming', 'need', 'here']"
806,"['global_warming', 'science', 'global_warming', 'summary', 'the', 'summary', 'update', '2009/08', '16', 'the', 'simplify', 'nutshell', 'upda']"
807,"['contra', 'costa', 'time', 'editorial', 'ass', 'global_warming', 'with', 'uncensored', 'science', 'the', 'debate', 'over', 'global_warming', 'ha']"
808,"['global_warming', 'balance', 'quote', 'there_be', 'some', 'who', 'be', 'say', 'that', 'because', 'the', 'oxburgh', 'inquiry', 'do_not', 'come', 'back']"
809,"['ben', 'bova', 'in', 'the', 'news', 'global_warming', 'stock', 'market', 'and', 'earth_day', 'by', 'ben', 'bova', 'one', 'swallow', 'do_not', 'a', 'summer', 'ma']"
810,"['podcast', 'recycle_water', 'meat', 'and', 'global_warming', 'peanut_rare', 'grape']"
811,"['climate_change', 'initiative']"
812,"['greenhoof', 'à_', 'blog_archive', 'à_', 'from', 'tobacco', 'to', 'climate_change']"
813,"['pavley', 'predicts', 'ballot', 'measure', 'will', 'aim', 'to', 'overturn', 'global_warming', 'law']"
814,"['county', 'dispute', 'global_warming', 'by', 'laura', 'london', 'staff', 'writer', 'the', 'otero', 'county', 'commission', 'have', 'an', 'involve', 'discussi']"
815,"['what', 'do', 'you_think', 'of', 'global_warming', 'find', 'answer', 'to', 'this', 'question', 'answer', 'to', 'the', 'question', 'what', 'do', 'you_think']"
816,"['it', 'look_like', 'a', 'new', 'climate_change', 'bill', 'be', 'go', 'to', 'be', 'introduce', 'in', 'the', 'senate', 'a', 'week', 'from', 'monday', 'not', 'sure', 'the']"
817,"['new', 'strategy', 'for', ""senate's"", 'climate', 'bill', 'leaf', 'out', 'global_warming', 'global_warming', 'policy', 'be', 'no_longer', 'drive', 'compr']"
818,"['my', 'mind', 'be', 'not', 'close', 're', 'global_warming', 'the', 'opposite', 'i', 'want', 'evidence', 'on', 'both', 'side', 'present', 'fairly', 'so', 'we_can', 'judge', 'not', 'uncle', 'gorey']"
819,"['what', 'to', 'do', 'when', 'the', 'current', 'climate_change', 'legislation', 'threatens', 'to', 'do', 'more', 'harm', 'than', 'good']"
820,"['gov', 'christie', 'cut', ""nj's"", 'global-warming', 'fund', 'gov', 'chris', 'christie', 'be', 'take', '65_million', 'the', 'entire', 'allocation', 'fro']"
821,"['c3', 'new', ""mexico's"", 'democrat', 'liberal', 'push', 'global_warming', 'read', 'here', 'despite', 'the', 'u', 'government', 'temperature', 'data']"
822,"['global_warming', 'measurement', 'do_not', 'account_for', 'miss_heat']"
823,"['volcanic_ash', 'an', 'air', 'traffic-stopper', 'but', 'not', 'a', 'climate', 'or', 'health', 'hazard', 'unless', ""there's"", 'a', 'big', 'change', 'in', 'the', 'amount']"
824,"['who', 'care', 'about', 'global_warming', 'by', 'jackie', 'gingrich', 'cushman', 'in', '1971', 'i', 'join', 'my', 'parent', 'and', 'old', 'sister', 'in', 'the']"
825,"['the', 'climate', 'be', 'worsen', 'for', 'a', 'debate', 'on', 'global_warming', 'that', 'be', 'why', 'the', 'university', 'of', 'east', ""anglia's"", 'climate', 'resear']"
826,"['hilarious', 'complimenti', 'bake', 'alakasa', 'sarah', ""palin's"", 'guide', 'to', 'global_warming', 'tcottv']"
827,"['hilarious', 'complimenti', 'bake', 'alakasa', 'sarah', ""palin's"", 'guide', 'to', 'global_warming', 'tcottv']"
828,"['global_warming', 'melt_glacier', 'and', 'prohibition']"
829,"[""wisconsin's"", 'scaled-back', 'global_warming', 'bill', 'unveiled', 'alternative']"
830,"['ur', 'tweet', 'about', 'drakeseyebrows', 'cause', 'global_warming', 'lol']"
831,"['ditch', 'cardio', 'for', 'rapid', 'fat_loss', 'a_scream', 'à_o_à_', 'climate_change', 'clinical_trial', 'collagen_clinique', 'clip', 'ar']"
832,"['nice', 'governor_christie', 'will_cut', 'all_65', 'million', ""from_nj's"", 'global_warming', 'fund']"
833,"['the', 'most', 'expensive', 'provision', 'of', 'the', ""governor's"", 'global_warming', 'task', 'force', 'remain', 'in', 'the', 'new', 'substitute', 'amendment']"
834,"['christie', 'cut', '65_million', 'for', 'global_warming', 'prevention', 'by', 'tom', 'hester', 'sr', 'gov', 'chris', 'christie', 'be', 'take', '65', 'mi']"
835,"['don_blankenship', 'call', 'safety_regulator', 'a_silly', 'a', 'global_warming']"
836,"['coal_ceo', 'call_mine', 'safety_rule', 'a_silly', 'a', 'global_warming']"
837,"['u', 'senator_prepare', 'compromise', 'climate_change', 'bill']"
838,"['senator_prepare', 'compromise', 'climate_change', 'bill', 'reuters']"
839,"['find', 'the', 'right', 'gift', 'to', 'give', 'to', 'your', 'wedding', 'guest', 'a', 'climate_change', 'clinical_trial', 'collagen', 'clin']"
840,"['april', 'shower', 'on', 'u', 'right_now', 'feel', 'like', 'winter', 'global_warming']"
841,"['sunday', 'funny', 'stephen', 'colbert', 'moderate', 'global_warming', 'debate', 'by', 'noel', 'sheppard', 'bio', 'archive', 'in', 'fairness', 'it']"
842,"['comedy', ""central's"", 'stephen', 'colbert', 'on', 'tuesday', 'actually', 'moderate', 'a', 'debate', 'about', 'global_warming']"
843,"['baby', 'furniture', 'keep', 'baby', 'safe', 'a_scream', 'à_o_à_', 'climate_change', 'clinical_trial', 'collagen_clinique', 'clip']"
844,"['thr', 'senator_prepare', 'compromise', 'climate_change', 'bill', 'washington_reuters', 'six_month', 'after_introduce', 'a', 'sweepi']"
845,"['tv_weathercasters', 'divide_on', 'global_warming', 'more_than', 'half', 'believe', 'phenomenon', 'exists', 'but_some', 'say', 'it', 'be', 'a', 'scam']"
846,"[""there's"", 'a', 'link', 'to', 'luntz', 'climate_change', 'memo', 'here']"
847,"['minnesotan', '4', 'global_warming', 'threaten', 'with', 'law', 'suit', 'over', 'hide', 'the', 'decline', 'video.respond', 'with', 'new', 'vid']"
848,"['global_warming', 'conference_set', 'sunday', 'robert', 'bullard', 'know', 'a', 'the', 'father', 'of', 'environmental', 'justice', 'be', 'a']"
849,"['be', 'you', 'ready', 'for', 'the', 'climate_change', 'pli', 'be', 'with', 'environmental', 'regulation', 'commercial', 'implication', '2010', 'how', 'the']"
850,"['live', 'tonight', 'fellow', 'heather_rogers', 'join', 'climate_change', 'expert', 'james_hansen', 'to', 'discus', 'real_solution', 'to', 'climate']"
851,"['plan_california', 'brace_for', 'climate_change']"
852,"['plant_effective', 'way', 'of', 'tackle', 'global_warming', 'washington', 'apr', '30', 'plant', 'leaf', 'account_for', 'less_than', 'one', 'per']"
853,"['plant_effective', 'way', 'of', 'tackle', 'global_warming', 'washington', 'apr', '30', 'plant', 'leaf', 'account_for', 'less_than', 'one', 'per']"
854,"['climate_change', 'sustainability', 'will', 'be', 'a', 'key', 'driver', 'of', 'future', 'economic', 'development', 'listen', 'at']"
855,"['u', 'general', 'say', 'climate_change', 'threatens', ""america's"", 'security', 'the', 'pentagon', 'have', 'make', 'it', 'well', 'know', 'that', 'it', 'consider']"
856,"['even', 'the', 'general', 'know', 'climate_change', 'be', 'go', 'to', 'screw', 'u', 'clean_energy', 'bill', 'anyone', 'climate']"
857,"['government_report', 'say', 'global_warming', 'may_cause', 'cancer_mental', 'illness']"
858,"['climate_change', 'increase_heat', 'wave', 'flood', 'epa']"
859,"['plant', 'remain', 'an', 'effective_way', 'of', 'tackle', 'global_warming']"
860,"['global_warming', 'kill', 'forest', 'in', 'colorado']"
861,"['epa', 'confirms', 'climate', 'be', 'change', 'in', 'another', 'display', 'of', 'the', 'sea', 'change', 'that', 'have', 'occur', 'at', 'the', 'u', 'environmental']"
862,"['must', 'see', 'place', 'before_they', 'disappear', 'europe', 'pic', ']:', 'if', 'global_warming', 'prediction', 'prove', 'to', 'be', 'true', 'the', 'foll']"
863,"['combat', 'climate_change', 'lesson_from', 'the', 'world', 'à_s', 'indigenous_people']"
864,"['indigenous', 'tradition', 'use', 'to', 'fight', 'climate_change']"
865,"['james_hansen', 'heather_rogers', 'green', 'go_wrong', 'false_hope', 'real_solution', 'to', 'climate_change', '7pm', '4/30']"
866,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon', 'say', 'activist']"
867,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon', 'say', 'activist', 'cleantech']"
868,"['climate_change', 'melt', 'two', 'glacier', 'billing', 'mont', 'glacier_national', 'park', 'have', 'lose', 'two_more', 'of', 'it', 'namesake']"
869,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon', 'say', 'activist']"
870,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon', 'say', 'activist']"
871,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon']"
872,"['climate_change', 'threatens', ""japan's"", 'cherry', 'blossom', 'environment', 'if_you', 'be', 'not', 'familiar', 'with', 'the', 'culture', 'japan']"
873,"['wed', 'podcast', 'mountain', 'valley', 'temp', 'stretch', 'apart', 'with', 'climate_change']"
874,"['mountain', 'valley', 'temp', 'stretch', 'apart', 'with', 'climate_change']"
875,"['climate_change', 'forest', 'not', 'for_absorb', 'carbon', 'say', 'activist', 'ipsamazon']"
876,"['global_warming', 'report', 'urge', 'government', 'to', 'act', 'brussels', 'belgium', 'ap', 'the', 'world', 'face', 'increase', 'hunger', 'and']"
877,"['arctic', 'rain_in', 'april', 'be', 'sign', 'of', 'global_warming', 'the', 'canadian', 'arctic', 'have', 'be', 'hit', 'by', 'rain_in', 'a', 'sign', 'that', 'the']"
878,"['arctic', 'rain_in', 'april', 'be', 'sign', 'of', 'global_warming', 'the', 'canadian', 'arctic', 'have', 'be', 'hit', 'by', 'rain_in', 'a', 'sign', 'that', 'the']"
879,"['microbe', 'contribute', 'less', 'to', 'global_warming', 'new', 'haven', 'conn', '. ..']"
880,"['microbe', 'contribute', 'less', 'to', 'global_warming', 'new', 'haven', 'conn', '. ..']"
881,"['south', 'asian', 'nation', 'to', 'fight', 'climate_change', 'foreign', 'minister', 'of', 'eight', 'south', 'asian', 'nation', 'met', 'in', 'this', 'seclude']"
882,"['climate_change', 'increase_heat', 'wave', 'flood', 'washington_reuters', 'death', 'from', 'heat_wave', 'property', 'damage', 'from']"
883,"['james_hansen', 'heather_rogers', 'green', 'go_wrong', 'false_hope', 'real_solution', 'to', 'climate_change', '7pm', '4/30']"
884,"['i_love', ""frog's"", 'leap', 'seriously', 'what', 'climate_change', 'mean', 'for', 'the', 'wine', 'industry', 'via']"
885,"['report', 'save', 'the', 'whale', 'and', 'they_will', 'save', 'u', 'from', 'global_warming']"
886,"['the', 'contribution', 'of', 'organic', 'agriculture', 'to', 'climate_change', 'mitigation']"
887,"['arctic', 'beauty', 'in', 'black', 'and', 'white', 'alaska_before', 'the', 'effect_of', 'global_warming', 'slide', 'show', ']:', 'toward', 'the', 'end', 'of', 'wor']"
888,"['epa', 'report', 'document', 'very', 'real', 'impact', 'from', 'climate_change', 'in', '22', 'of', '24', 'indicator', 'study', 'energy', 'via']"
889,"['canadian', 'ceo', 'more', 'keen', 'on', 'green', 'than', 'global', 'counterpart', 'prepare', 'for', 'impact', 'of', 'climate_change']"
890,"['ask', 'the', 'g8', 'g20', 'to', 'support', 'biochar', 'fight', 'climate_change', 'food', 'shortage', 'check_this', 'huffpo', 'post']"
891,"['whale', 'doodoo', 'could_help', 'fight', 'climate_change', 'sure', 'why', 'not', 'via']"
892,"['global_warming', 'science', 'good_news', 'soil', 'release', 'less', 'carbon', 'than', 'though', 'a', 'world', 'warms']"
893,"['high_temperature', 'sea_level', 'due_to', 'global_warming', 'kuala', 'lumpur', ""malaysia's"", 'average', 'temperature', 'have', 'risen', 'by', '1.1']"
894,"['high_temperature', 'sea_level', 'due_to', 'global_warming', 'kuala', 'lumpur', ""malaysia's"", 'average', 'temperature', 'have', 'risen', 'by', '1.1']"
895,"['west', 'mediterranean', 'country', 'unite', 'on', 'climate_change', 'afp']"
896,"['cleaner_air', 'could_speed', 'global_warming', 'hugh', 'pickens', 'writes', 'scientist', 'estimate', 'that', 'the', 'u', 'clean', 'air', 'act', 'have', 'cut']"
897,"['3,000_business', 'create_new', 'ad_for', 'climate_change', 'action']"
898,"['alaska_before', 'the', 'effect_of', 'global_warming', 'pic', ']:']"
899,"['new', 'blog_post', 'mandate', 'energy', 'benchmarking', 'the', 'next', 'step', 'for', 'city', 'in', 'address', 'climate_change']"
900,"['how_much', 'trouble', 'do', 'global_warming', 'mean', 'for', 'agriculture', 'just_ask', 'the', 'wine', 'industry']"
901,"['arctic', 'beauty', 'in', 'black', 'and', 'white', 'alaska_before', 'the', 'effect_of', 'global_warming', 'slide', 'show']"
902,"['climate_change', 'from', 'paris', 'to', 'the', 'alp', 'european', 'place', 'in', 'peril', 'photo']"
903,"['how', 'climate_change', 'will', 'change', 'the', 'electoral', 'map', 'the', 'national', 'oceanic', 'and', 'atmospheric', 'administration', 'be', 'not', 'know']"
904,"['global_warming', 'be', 'a', 'threat', 'after', 'all', 'tim', 'blair', 'round', 'up', 'the', 'late', 'news', 'from', 'the', 'wild', 'frontier', 'of', 'global']"
905,"['kuna', 'indian', 'prepare', 'for', 'relocation', 'a', 'traditional', 'home', 'sink', 'due_to', 'climate_change', 'by']"
906,"['how', 'global_warming', 'be', 'kill', ""california's"", 'wine', 'buzz', 'dr', 'kimberley', 'cahill', 'present', 'on', 'climate_change', 'in', 'califor']"
907,"['uncajoe', 'plz_digg', 'climate', 'of', 'hate', 'the', 'politics', 'of', 'climate_change', 'denial', 'a', 'p2_du1', 'pgn']"
908,"['global_warming', 'ocean_chemistry', 'be', 'change', 'faster_than', 'it', 'have', 'in', '800,000', 'year', 'and', 'that', 'be', 'because', 'of', 'the', 'carbon']"
909,"['global_warming', 'ocean_chemistry', 'be', 'change', 'faster_than', 'it', 'have', 'in', '800,000', 'year', 'and', 'that', 'be', 'because', 'of', 'the', 'carbon']"
910,"['good', 'go', 'douche', ""i'm"", 'sure', 'there_be', 'no', 'climate_change', 'in', 'your', 'backass', 'world', 'graham', 'move_imperils', 'obama', 'agenda']"
911,"['ski_resort', 'fight', 'global_warming', 'salt_lake', 'city', 'ap', 'ski_resort', 'across', 'the', 'u', 'be', 'use', 'this', 'thanksgiving']"
912,"['ski_resort', 'fight', 'global_warming', 'salt_lake', 'city', 'ap', 'ski_resort', 'across', 'the', 'u', 'be', 'use', 'this', 'thanksgiving']"
913,"['bat_bird', 'and_lizard', 'can_fight', 'climate_change', 'by', 'eat', 'insect', 'bird_bat', 'and_lizard', 'may_play', 'an_important']"
914,"['make', 'it', 'green', 'cloud', 'compute', 'and', 'it', 'contribution', 'to', 'climate_change']"
915,"['climate_change', 'favor', 'invasive_specie', 'over', 'indigenous', 'one', '30', 'of', 'plant', 'thoreau', 'saw', 'be', 'now', 'extinct']"
916,"['scary', 'climate_change', 'alter', 'u', 'season', 'spring', '10', 'day', 'early', 'climate']"
917,"['pres', 'evo_morale', 'in', 'climate_change', 'lesson_from', 'indigenous_people', 'cochabamba', 'cmpcc']"
918,"['mediaglobal', 'report', 'on', 'special', 'tip', 'point', 'earth_day', 'event', 'science', 'and', 'art', 'mobilize', 'to', 'fight', 'climate_change']"
919,"['a', 'review', 'of', ""yesterday's"", 'discussion', 'science', 'and', 'art', 'mobilize', 'to', 'fight', 'climate_change', 'by', 'rebekah', 'mintzer']"
920,"['global_warming', 'kill', 'forest', 'in', 'colorado']"
921,"['combat', 'climate_change', 'lesson_from', 'the', ""world's"", 'indigenous_people', 'when', 'i', 'arrive', 'at', 'the', 'united_nation', 'climat']"
922,"['africa', 'meteorology', 'service', 'gear', 'up', 'for', 'climate_change', 'on', 'the', 'continent', 'most_vulnerable', 'to', 'climate', 'africa']"
923,"['gecko', '10_first', 'step', 'to', 'greener_living', 'it', 'all_seem', 'so_daunt', 'climate_change', 'carbon_credit', 'not', 'to', 'mention', 'gecko']"
924,"['china', 'the', 'key', 'to', 'fix', 'global_warming', 'with', 'rapid', 'expansion', 'come', 'sizable', 'environmental', 'impact', 'so', 'the', ""world's""]"
925,"['china', 'the', 'key', 'to', 'fix', 'global_warming', 'with', 'rapid', 'expansion', 'come', 'sizable', 'environmental', 'impact', 'so', 'the', ""world's""]"
926,"['now', 'on', 'pb', 'go_green', 'new_york', 'examine', 'how', 'new', 'yorkers', 'be', 'confront', 'climate_change', 'check', 'local', 'listing']"
927,"['official', 'nasa', 'report', 'sun', 'cause', 'climate_change', 'ftsn', 'social']"
928,"['well', 'this', 'be', 'just', 'crazy', 'coal_ceo', 'call_mine', 'safety_rule', 'a_silly', 'a', 'global_warming']"
929,"['impact', 'of', 'climate_change', 'extend', 'to', 'human_health']"
930,"['impact', 'of', 'climate_change', 'extend', 'to', 'human_health']"
931,"['the', 'good_news', 'about', 'the', 'very_bad', 'news', 'about', 'climate_change', 'by', 'rebecca', 'solnit']"
932,"['alpha', 'phi', 'alpha', 'take', 'on', 'climate_change', 'and', 'energy', 'efficiency', 'climate']"
933,"['gecko', '10_first', 'step', 'to', 'greener_living', 'it', 'all_seem', 'so_daunt', 'climate_change', 'carbon_credit', 'not', 'to', 'mention', 'gecko']"
934,"['natural', 'variability', 'do_not', 'explain', 'global_warming', 'climate', 'scientist', 'tell', 'popular', 'tv', 'meteorologist', 'climate', 'agw']"
935,"['rebecca', 'solnit', '350', 'degree', 'of', 'inseparability', 'the', 'good_news', 'about', 'the', 'very_bad', 'news', 'about', 'climate_change']"
936,"['watch', 'video', 'climate_change', 'threatens', 'sacred', 'tibetan', 'mountain', 'include', 'land', 'know', 'a', 'shangri-la', 'earthday']"
937,"['african', 'meteorology', 'service', 'gear', 'up', 'for', 'climate_change', 'america.gov', 'iri']"
938,"['economist', 'say', 'climate_change', 'be', 'bad', 'for', 'economy', 'earthday']"
939,"['economist', 'say', 'climate_change', 'be', 'bad', 'for', 'economy', 'earthday']"
940,"['report', 'allergy_season', 'to', 'get_bad', 'with', 'climate_change', 'time.com']"
941,"['don', 'à_t', 'kill', 'bill', 'à_', 'save', 'the', 'climate_change', 'accountability', 'act', 'via']"
942,"['climate_change', 'make', 'farmer', 'pastoralists', 'in', 'ethiopia', 'increasingly', 'vulnerable', 'earthday']"
943,"['denis', 'hayes', 'founder', 'of', 'earth_day', 'compare', 'global', 'climate_change', 'to', 'irish', 'famine', 'irishcentral', 'news', 'weather', 'politics']"
944,"['climate_change', 'make', 'farmer', 'pastoralists', 'in', 'ethiopia', 'increasingly', 'vulnerable', 'earthday']"
945,"['earth_day', 'ben', 'verwaayen', 'on', 'what', 'we', 'be', 'do', 'to_curb', 'climate_change', 'green', 'earthday', 'via']"
946,"['health', 'u', 'and', 'other', 'industrial', 'nation', 'already', 'feel', 'impact', 'of', 'climate_change', 'report']"
947,"['health', 'u', 'and', 'other', 'industrial', 'nation', 'already', 'feel', 'impact', 'of', 'climate_change', 'report']"
948,"['health', 'u', 'and', 'other', 'industrial', 'nation', 'already', 'feel', 'impact', 'of', 'climate_change', 'report']"
